service_desk_enabled;default_branch;security_and_compliance_enabled;squash_commit_template;id;auto_devops_deploy_strategy;resolve_outdated_diff_discussions;visibility;service_desk_address;path;readme_url;empty_repo;autoclose_referenced_issues;snippets_access_level;builds_access_level;build_timeout;printing_merge_request_link_enabled;keep_latest_artifact;can_create_merge_request_in;packages_enabled;forked_from_project;ci_forward_deployment_enabled;security_and_compliance_access_level;ci_config_path;shared_runners_enabled;topics;auto_devops_enabled;enforce_auth_checks_on_uploads;star_count;snippets_enabled;wiki_access_level;forking_access_level;permissions;last_activity_at;jobs_enabled;request_access_enabled;compliance_frameworks;lfs_enabled;created_at;_links;restrict_user_defined_variables;description;issues_access_level;issues_enabled;allow_merge_on_skipped_pipeline;squash_option;remove_source_branch_after_merge;public_jobs;archived;import_status;shared_with_groups;merge_requests_enabled;namespace;http_url_to_repo;merge_requests_access_level;external_authorization_classification_label;merge_commit_template;only_allow_merge_if_all_discussions_are_resolved;requirements_access_level;only_allow_merge_if_pipeline_succeeds;container_registry_enabled;container_registry_image_prefix;open_issues_count;name;mr_default_target_self;runner_token_expiration_interval;analytics_access_level;tag_list;ci_job_token_scope_enabled;operations_access_level;creator_id;pages_access_level;ssh_url_to_repo;suggestion_commit_message;web_url;auto_cancel_pending_pipelines;emails_disabled;container_expiration_policy;ci_default_git_depth;forks_count;requirements_enabled;path_with_namespace;avatar_url;owner;name_with_namespace;wiki_enabled;container_registry_access_level;merge_method;repository_access_level;import_type;import_url
True;master;True;None;17196045;continuous;False;private;contact-project+acdh-oeaw-apis-apis-ipif-17196045-issue-@incoming.gitlab.com;apis-ipif;None;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2020-12-03T08:47:16.885Z;True;True;[];True;2020-02-28T20:16:24.119Z;{'self': 'https://gitlab.com/api/v4/projects/17196045', 'issues': 'https://gitlab.com/api/v4/projects/17196045/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17196045/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17196045/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17196045/labels', 'events': 'https://gitlab.com/api/v4/projects/17196045/events', 'members': 'https://gitlab.com/api/v4/projects/17196045/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17196045/cluster_agents'};False;IPIF API for APIS;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 4970894, 'name': 'APIS', 'path': 'apis', 'kind': 'group', 'full_path': 'acdh-oeaw/apis', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/apis'};https://gitlab.com/acdh-oeaw/apis/apis-ipif.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/apis/apis-ipif;0;apis-ipif;;None;enabled;[];False;enabled;3569569;private;git@gitlab.com:acdh-oeaw/apis/apis-ipif.git;None;https://gitlab.com/acdh-oeaw/apis/apis-ipif;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-03-06T20:16:24.225Z'};50;0;False;acdh-oeaw/apis/apis-ipif;None;;ACDH-CH / APIS / apis-ipif;True;enabled;merge;enabled;None;None
True;master;True;None;17327977;continuous;False;private;contact-project+acdh-oeaw-wab-dwab-ui-data-17327977-issue-@incoming.gitlab.com;dwab-ui-data;None;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2022-03-25T14:47:17.728Z;True;True;[];True;2020-03-06T13:56:21.929Z;{'self': 'https://gitlab.com/api/v4/projects/17327977', 'issues': 'https://gitlab.com/api/v4/projects/17327977/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17327977/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17327977/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17327977/labels', 'events': 'https://gitlab.com/api/v4/projects/17327977/events', 'members': 'https://gitlab.com/api/v4/projects/17327977/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17327977/cluster_agents'};False;State of data deployed to the user interface at https://apps-mufo.oeaw.ac.at/dcm/wab/navigation.xq;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 6525622, 'name': 'WAB & Bruckner Online', 'path': 'wab', 'kind': 'group', 'full_path': 'acdh-oeaw/wab', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/wab'};https://gitlab.com/acdh-oeaw/wab/dwab-ui-data.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/wab/dwab-ui-data;1;dwab-ui-data;;None;enabled;[];False;enabled;4965726;private;git@gitlab.com:acdh-oeaw/wab/dwab-ui-data.git;None;https://gitlab.com/acdh-oeaw/wab/dwab-ui-data;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-03-13T13:56:21.961Z'};50;0;False;acdh-oeaw/wab/dwab-ui-data;None;;ACDH-CH / WAB & Bruckner Online / dwab-ui-data;True;enabled;merge;enabled;None;None
True;master;True;None;17414437;continuous;False;private;contact-project+acdh-oeaw-freud-edition-playground-17414437-issue-@incoming.gitlab.com;playground;https://gitlab.com/acdh-oeaw/freud-edition/playground/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2020-12-04T13:10:02.205Z;True;True;[];True;2020-03-11T06:33:49.783Z;{'self': 'https://gitlab.com/api/v4/projects/17414437', 'issues': 'https://gitlab.com/api/v4/projects/17414437/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17414437/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17414437/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17414437/labels', 'events': 'https://gitlab.com/api/v4/projects/17414437/events', 'members': 'https://gitlab.com/api/v4/projects/17414437/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17414437/cluster_agents'};False;;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 6950305, 'name': 'Freud Gesamtedition', 'path': 'freud-edition', 'kind': 'group', 'full_path': 'acdh-oeaw/freud-edition', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/freud-edition'};https://gitlab.com/acdh-oeaw/freud-edition/playground.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/freud-edition/playground;0;playground;;None;enabled;[];False;enabled;3568689;private;git@gitlab.com:acdh-oeaw/freud-edition/playground.git;None;https://gitlab.com/acdh-oeaw/freud-edition/playground;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-03-18T06:33:49.801Z'};50;0;False;acdh-oeaw/freud-edition/playground;None;;ACDH-CH / Freud Gesamtedition / playground;True;enabled;merge;enabled;None;None
True;master;True;None;17439904;continuous;False;private;contact-project+acdh-oeaw-ava-projektmanagement-17439904-issue-@incoming.gitlab.com;projektmanagement;https://gitlab.com/acdh-oeaw/ava/projektmanagement/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2020-11-17T10:00:28.073Z;True;True;[];True;2020-03-12T08:36:49.330Z;{'self': 'https://gitlab.com/api/v4/projects/17439904', 'issues': 'https://gitlab.com/api/v4/projects/17439904/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17439904/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17439904/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17439904/labels', 'events': 'https://gitlab.com/api/v4/projects/17439904/events', 'members': 'https://gitlab.com/api/v4/projects/17439904/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17439904/cluster_agents'};False;;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 5704380, 'name': 'AVA', 'path': 'ava', 'kind': 'group', 'full_path': 'acdh-oeaw/ava', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/ava'};https://gitlab.com/acdh-oeaw/ava/projektmanagement.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/ava/projektmanagement;57;projektmanagement;;None;enabled;[];False;enabled;3649816;private;git@gitlab.com:acdh-oeaw/ava/projektmanagement.git;None;https://gitlab.com/acdh-oeaw/ava/projektmanagement;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-03-19T08:36:49.352Z'};50;0;False;acdh-oeaw/ava/projektmanagement;None;;ACDH-CH / AVA / projektmanagement;True;enabled;merge;enabled;None;None
True;master;True;None;17515640;continuous;False;private;contact-project+acdh-oeaw-sshoc-sshoc-training-inventory-drupal-8-composer-17515640-issue-@incoming.gitlab.com;sshoc-training-inventory-drupal-8-composer;None;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2020-05-07T13:33:47.852Z;True;True;[];True;2020-03-16T13:42:50.944Z;{'self': 'https://gitlab.com/api/v4/projects/17515640', 'issues': 'https://gitlab.com/api/v4/projects/17515640/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17515640/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17515640/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17515640/labels', 'events': 'https://gitlab.com/api/v4/projects/17515640/events', 'members': 'https://gitlab.com/api/v4/projects/17515640/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17515640/cluster_agents'};False;Collects what to install for the Drupal 8 SSHOC Training Inventory;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 7855357, 'name': 'SSHOC', 'path': 'sshoc', 'kind': 'group', 'full_path': 'acdh-oeaw/sshoc', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/sshoc'};https://gitlab.com/acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-composer.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-composer;0;SSHOC Training Inventory Drupal 8 Composer;;None;enabled;[];False;enabled;3564749;private;git@gitlab.com:acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-composer.git;None;https://gitlab.com/acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-composer;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-03-23T13:42:50.971Z'};50;0;False;acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-composer;None;;ACDH-CH / SSHOC / SSHOC Training Inventory Drupal 8 Composer;True;enabled;merge;enabled;None;None
True;master;True;None;17516082;continuous;False;private;contact-project+acdh-oeaw-sshoc-sshoc-training-inventory-drupal-8-theme-17516082-issue-@incoming.gitlab.com;sshoc-training-inventory-drupal-8-theme;https://gitlab.com/acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-theme/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;1;True;enabled;enabled;{'project_access': None, 'group_access': None};2021-03-15T17:37:37.257Z;True;True;[];True;2020-03-16T14:03:35.876Z;{'self': 'https://gitlab.com/api/v4/projects/17516082', 'issues': 'https://gitlab.com/api/v4/projects/17516082/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17516082/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17516082/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17516082/labels', 'events': 'https://gitlab.com/api/v4/projects/17516082/events', 'members': 'https://gitlab.com/api/v4/projects/17516082/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17516082/cluster_agents'};False;Custom theme for the SSHOC Training Inventory based on drupal/bootstrap. Install it in themes/custom/bootstrap_inventory/;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 7855357, 'name': 'SSHOC', 'path': 'sshoc', 'kind': 'group', 'full_path': 'acdh-oeaw/sshoc', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/sshoc'};https://gitlab.com/acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-theme.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-theme;0;SSHOC Training Inventory Drupal 8 Theme;;None;enabled;[];False;enabled;3564749;private;git@gitlab.com:acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-theme.git;None;https://gitlab.com/acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-theme;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-03-23T14:03:35.899Z'};50;0;False;acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-theme;https://gitlab.com/acdh-oeaw/sshoc/sshoc-training-inventory-drupal-8-theme/-/avatar;;ACDH-CH / SSHOC / SSHOC Training Inventory Drupal 8 Theme;True;enabled;merge;enabled;None;None
True;master;True;None;17556889;continuous;False;private;;sola-visualization;https://gitlab.com/acdh-oeaw/sola-visualization/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;False;True;;True;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': {'access_level': 50, 'notification_level': 3}};2020-07-09T10:12:49.986Z;True;True;[];True;2020-03-18T08:35:09.621Z;{'self': 'https://gitlab.com/api/v4/projects/17556889', 'issues': 'https://gitlab.com/api/v4/projects/17556889/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17556889/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17556889/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17556889/labels', 'events': 'https://gitlab.com/api/v4/projects/17556889/events', 'members': 'https://gitlab.com/api/v4/projects/17556889/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17556889/cluster_agents'};False;;enabled;True;None;default_off;True;True;True;none;[];True;{'id': 4707494, 'name': 'ACDH-CH', 'path': 'acdh-oeaw', 'kind': 'group', 'full_path': 'acdh-oeaw', 'parent_id': None, 'avatar_url': '/uploads/-/system/group/avatar/4707494/acdh-ch-logo.png', 'web_url': 'https://gitlab.com/groups/acdh-oeaw'};https://gitlab.com/acdh-oeaw/sola-visualization.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/sola-visualization;0;sola-visualization;;None;enabled;[];False;enabled;3655107;private;git@gitlab.com:acdh-oeaw/sola-visualization.git;None;https://gitlab.com/acdh-oeaw/sola-visualization;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-03-25T08:35:09.639Z'};50;0;False;acdh-oeaw/sola-visualization;None;;ACDH-CH / sola-visualization;True;enabled;merge;enabled;None;None
True;master;True;None;17571289;continuous;False;private;contact-project+acdh-oeaw-filecrawler-17571289-issue-@incoming.gitlab.com;filecrawler;https://gitlab.com/acdh-oeaw/filecrawler/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': {'access_level': 50, 'notification_level': 3}};2020-04-20T06:40:55.467Z;True;True;[];True;2020-03-18T20:01:28.712Z;{'self': 'https://gitlab.com/api/v4/projects/17571289', 'issues': 'https://gitlab.com/api/v4/projects/17571289/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17571289/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17571289/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17571289/labels', 'events': 'https://gitlab.com/api/v4/projects/17571289/events', 'members': 'https://gitlab.com/api/v4/projects/17571289/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17571289/cluster_agents'};False;;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 4707494, 'name': 'ACDH-CH', 'path': 'acdh-oeaw', 'kind': 'group', 'full_path': 'acdh-oeaw', 'parent_id': None, 'avatar_url': '/uploads/-/system/group/avatar/4707494/acdh-ch-logo.png', 'web_url': 'https://gitlab.com/groups/acdh-oeaw'};https://gitlab.com/acdh-oeaw/filecrawler.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/filecrawler;0;filecrawler;;None;enabled;[];False;enabled;3568689;private;git@gitlab.com:acdh-oeaw/filecrawler.git;None;https://gitlab.com/acdh-oeaw/filecrawler;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-03-25T20:01:28.729Z'};50;0;False;acdh-oeaw/filecrawler;None;;ACDH-CH / filecrawler;True;enabled;merge;enabled;None;None
True;master;True;None;17727277;continuous;False;private;contact-project+acdh-oeaw-ocr-utils-17727277-issue-@incoming.gitlab.com;ocr_utils;https://gitlab.com/acdh-oeaw/ocr_utils/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': {'access_level': 50, 'notification_level': 3}};2020-03-27T22:04:40.788Z;True;True;[];True;2020-03-26T09:48:35.310Z;{'self': 'https://gitlab.com/api/v4/projects/17727277', 'issues': 'https://gitlab.com/api/v4/projects/17727277/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17727277/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17727277/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17727277/labels', 'events': 'https://gitlab.com/api/v4/projects/17727277/events', 'members': 'https://gitlab.com/api/v4/projects/17727277/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17727277/cluster_agents'};False;helper scripts for OCR (post)processing;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 4707494, 'name': 'ACDH-CH', 'path': 'acdh-oeaw', 'kind': 'group', 'full_path': 'acdh-oeaw', 'parent_id': None, 'avatar_url': '/uploads/-/system/group/avatar/4707494/acdh-ch-logo.png', 'web_url': 'https://gitlab.com/groups/acdh-oeaw'};https://gitlab.com/acdh-oeaw/ocr_utils.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/ocr_utils;0;ocr_utils;;None;enabled;[];False;enabled;3577401;private;git@gitlab.com:acdh-oeaw/ocr_utils.git;None;https://gitlab.com/acdh-oeaw/ocr_utils;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-04-02T09:48:35.333Z'};50;0;False;acdh-oeaw/ocr_utils;None;;ACDH-CH / ocr_utils;True;enabled;merge;enabled;None;None
True;master;True;None;17794368;continuous;False;private;contact-project+acdh-oeaw-omnipot-omnipot-entity-resolution-research-17794368-issue-@incoming.gitlab.com;omnipot-entity-resolution-research;https://gitlab.com/acdh-oeaw/omnipot/omnipot-entity-resolution-research/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;1;True;enabled;enabled;{'project_access': None, 'group_access': None};2020-04-08T13:50:20.445Z;True;True;[];True;2020-03-29T22:08:04.041Z;{'self': 'https://gitlab.com/api/v4/projects/17794368', 'issues': 'https://gitlab.com/api/v4/projects/17794368/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17794368/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17794368/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17794368/labels', 'events': 'https://gitlab.com/api/v4/projects/17794368/events', 'members': 'https://gitlab.com/api/v4/projects/17794368/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17794368/cluster_agents'};False;Collection of research papers related to Omnipot Entity Resolution/Merge Task;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 13749885, 'name': 'Omnipot', 'path': 'omnipot', 'kind': 'group', 'full_path': 'acdh-oeaw/omnipot', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/omnipot'};https://gitlab.com/acdh-oeaw/omnipot/omnipot-entity-resolution-research.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/omnipot/omnipot-entity-resolution-research;0;Omnipot Entity Resolution Research;;None;enabled;[];False;enabled;5368101;private;git@gitlab.com:acdh-oeaw/omnipot/omnipot-entity-resolution-research.git;None;https://gitlab.com/acdh-oeaw/omnipot/omnipot-entity-resolution-research;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-04-05T22:08:04.062Z'};50;0;False;acdh-oeaw/omnipot/omnipot-entity-resolution-research;None;;ACDH-CH / Omnipot / Omnipot Entity Resolution Research;True;enabled;merge;enabled;None;None
True;master;True;None;17833379;continuous;False;private;contact-project+acdh-oeaw-dysen-dysen-processing-17833379-issue-@incoming.gitlab.com;dysen-processing;None;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;2;True;enabled;enabled;{'project_access': None, 'group_access': None};2021-12-28T15:43:26.829Z;True;True;[];True;2020-03-31T13:55:53.304Z;{'self': 'https://gitlab.com/api/v4/projects/17833379', 'issues': 'https://gitlab.com/api/v4/projects/17833379/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17833379/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17833379/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17833379/labels', 'events': 'https://gitlab.com/api/v4/projects/17833379/events', 'members': 'https://gitlab.com/api/v4/projects/17833379/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17833379/cluster_agents'};False;Code for processing the data (via jupyter). Python and R scripts/ipynb.;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 7556760, 'name': 'DYSEN', 'path': 'dysen', 'kind': 'group', 'full_path': 'acdh-oeaw/dysen', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/dysen'};https://gitlab.com/acdh-oeaw/dysen/dysen-processing.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/dysen/dysen-processing;0;dysen-processing;;None;enabled;[];False;enabled;3671876;private;git@gitlab.com:acdh-oeaw/dysen/dysen-processing.git;None;https://gitlab.com/acdh-oeaw/dysen/dysen-processing;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-04-07T13:55:53.339Z'};50;0;False;acdh-oeaw/dysen/dysen-processing;None;;ACDH-CH / DYSEN / dysen-processing;True;enabled;merge;enabled;None;None
True;master;True;None;17888762;continuous;False;private;contact-project+acdh-oeaw-ministerratsprotokolle-mp-docker-17888762-issue-@incoming.gitlab.com;mp-docker;https://gitlab.com/acdh-oeaw/ministerratsprotokolle/mp-docker/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];True;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2021-09-27T11:59:27.616Z;True;True;[];True;2020-04-02T16:51:15.753Z;{'self': 'https://gitlab.com/api/v4/projects/17888762', 'issues': 'https://gitlab.com/api/v4/projects/17888762/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17888762/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17888762/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17888762/labels', 'events': 'https://gitlab.com/api/v4/projects/17888762/events', 'members': 'https://gitlab.com/api/v4/projects/17888762/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17888762/cluster_agents'};False;;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 4898730, 'name': 'Ministerratsprotokolle', 'path': 'ministerratsprotokolle', 'kind': 'group', 'full_path': 'acdh-oeaw/ministerratsprotokolle', 'parent_id': 4707494, 'avatar_url': None, 'web_url': 'https://gitlab.com/groups/acdh-oeaw/ministerratsprotokolle'};https://gitlab.com/acdh-oeaw/ministerratsprotokolle/mp-docker.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/ministerratsprotokolle/mp-docker;0;mp-docker;;None;enabled;[];False;enabled;3568689;private;git@gitlab.com:acdh-oeaw/ministerratsprotokolle/mp-docker.git;None;https://gitlab.com/acdh-oeaw/ministerratsprotokolle/mp-docker;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-04-09T16:51:15.770Z'};50;0;False;acdh-oeaw/ministerratsprotokolle/mp-docker;None;;ACDH-CH / Ministerratsprotokolle / mp-docker;True;enabled;merge;enabled;None;None
True;master;True;None;17956052;continuous;False;private;contact-project+acdh-oeaw-legalkraus-testdata-17956052-issue-@incoming.gitlab.com;testdata;https://gitlab.com/acdh-oeaw/legalkraus/testdata/-/blob/master/README.md;False;True;enabled;enabled;3600;True;True;True;True;;True;private;None;False;[];False;True;0;True;enabled;enabled;{'project_access': None, 'group_access': None};2021-05-17T09:51:36.716Z;True;True;[];True;2020-04-06T09:25:13.917Z;{'self': 'https://gitlab.com/api/v4/projects/17956052', 'issues': 'https://gitlab.com/api/v4/projects/17956052/issues', 'merge_requests': 'https://gitlab.com/api/v4/projects/17956052/merge_requests', 'repo_branches': 'https://gitlab.com/api/v4/projects/17956052/repository/branches', 'labels': 'https://gitlab.com/api/v4/projects/17956052/labels', 'events': 'https://gitlab.com/api/v4/projects/17956052/events', 'members': 'https://gitlab.com/api/v4/projects/17956052/members', 'cluster_agents': 'https://gitlab.com/api/v4/projects/17956052/cluster_agents'};False;;enabled;True;None;default_off;True;True;False;none;[];True;{'id': 4786791, 'name': 'legalkraus', 'path': 'legalkraus', 'kind': 'group', 'full_path': 'acdh-oeaw/legalkraus', 'parent_id': 4707494, 'avatar_url': '/uploads/-/system/group/avatar/4786791/logo-karl-kraus-legal-papers.jpg', 'web_url': 'https://gitlab.com/groups/acdh-oeaw/legalkraus'};https://gitlab.com/acdh-oeaw/legalkraus/testdata.git;enabled;;None;False;enabled;False;True;registry.gitlab.com/acdh-oeaw/legalkraus/testdata;1;testdata;;None;enabled;[];False;enabled;3649816;private;git@gitlab.com:acdh-oeaw/legalkraus/testdata.git;None;https://gitlab.com/acdh-oeaw/legalkraus/testdata;enabled;None;{'cadence': '7d', 'enabled': False, 'keep_n': None, 'older_than': None, 'name_regex': None, 'name_regex_keep': None, 'next_run_at': '2020-10-27T08:14:58.539Z'};50;0;False;acdh-oeaw/legalkraus/testdata;None;;ACDH-CH / legalkraus / testdata;True;enabled;merge;enabled;None;None
